country,state,year,quarter,states,registered_users,apps_opened
india,uttar-pradesh,2022,Q3,fatehpur district,292522,15831282
india,uttar-pradesh,2022,Q3,rae bareli district,337333,13781451
india,uttar-pradesh,2022,Q3,firozabad district,531310,10951452
india,uttar-pradesh,2022,Q3,kheri district,577837,25859939
india,uttar-pradesh,2022,Q3,gorakhpur district,1148103,14568239
india,uttar-pradesh,2022,Q3,unnao district,376810,18095578
india,uttar-pradesh,2022,Q3,prayagraj district,1678668,21471432
india,uttar-pradesh,2022,Q3,sonbhadra district,348944,35727209
india,uttar-pradesh,2022,Q3,ghazipur district,660956,7231266
india,uttar-pradesh,2022,Q3,farrukhabad district,298591,10751823
india,uttar-pradesh,2022,Q3,kannauj district,256849,9961259
india,uttar-pradesh,2022,Q3,azamgarh district,746045,8473779
india,uttar-pradesh,2022,Q3,ayodhya district,476884,8489087
india,uttar-pradesh,2022,Q3,deoria district,632752,5016891
india,uttar-pradesh,2022,Q3,ghaziabad district,2549377,10277514
india,uttar-pradesh,2022,Q4,amethi district,331764,12719095
india,uttar-pradesh,2022,Q4,siddharthnagar district,336532,16403045
india,uttar-pradesh,2022,Q4,auraiya district,255605,9228119
india,uttar-pradesh,2022,Q4,sambhal district,275307,14049528
india,uttar-pradesh,2022,Q4,kanpur nagar district,1673173,43605399
india,uttar-pradesh,2022,Q4,aligarh district,912129,37404998
india,uttar-pradesh,2022,Q4,mahoba district,137382,5528543
india,uttar-pradesh,2022,Q4,lucknow district,2734333,79861785
india,uttar-pradesh,2022,Q4,sant kabeer nagar district,260490,10659515
india,uttar-pradesh,2022,Q4,hathras district,311414,14551102
india,uttar-pradesh,2022,Q4,budaun district,363274,15614019
india,uttar-pradesh,2022,Q4,moradabad district,619119,29244078
india,uttar-pradesh,2022,Q4,kushinagar district,690975,28657586
india,uttar-pradesh,2022,Q4,baghpat district,319482,12193476
india,uttar-pradesh,2022,Q4,shahjahanpur district,422458,12943043
india,uttar-pradesh,2022,Q4,muzaffarnagar district,596271,26153577
india,uttar-pradesh,2022,Q4,ambedkar nagar district,410216,13630487
india,uttar-pradesh,2022,Q4,bahraich district,306258,12952792
india,uttar-pradesh,2022,Q4,jalaun district,308934,12951272
india,uttar-pradesh,2022,Q4,rampur district,331077,17519826
india,uttar-pradesh,2022,Q4,ballia district,645949,22793841
india,uttar-pradesh,2022,Q4,shravasti district,79245,3247524
india,uttar-pradesh,2022,Q4,kasganj district,214531,8730028
india,uttar-pradesh,2022,Q4,varanasi district,1641943,44430180
india,uttar-pradesh,2022,Q4,gautam buddha nagar district,3286371,135511070
india,uttar-pradesh,2022,Q4,basti district,434060,17777787
india,uttar-pradesh,2022,Q4,shamli district,254021,12465356
india,uttar-pradesh,2022,Q4,maharajganj district,444905,16267158
india,uttar-pradesh,2022,Q4,etawah district,336655,13390833
india,uttar-pradesh,2022,Q4,etah district,289979,13345986
india,uttar-pradesh,2022,Q4,banda district,208349,7554225
india,uttar-pradesh,2022,Q4,bijnor district,590130,23868834
india,uttar-pradesh,2022,Q4,hardoi district,431274,14038931
india,uttar-pradesh,2022,Q4,balrampur district,202052,11214039
india,uttar-pradesh,2022,Q4,amroha district,328276,16744056
india,uttar-pradesh,2022,Q4,pilibhit district,313713,10251429
india,uttar-pradesh,2022,Q4,mainpuri district,335366,14017965
india,uttar-pradesh,2022,Q4,kanpur dehat district,253280,11126888
india,uttar-pradesh,2022,Q4,jaunpur district,877935,30707983
india,uttar-pradesh,2022,Q4,kaushambi district,171007,6690129
india,uttar-pradesh,2022,Q4,hapur district,384529,16930134
india,uttar-pradesh,2022,Q4,hamirpur district,174336,6534219
india,uttar-pradesh,2022,Q4,meerut district,1127324,41185091
india,uttar-pradesh,2022,Q4,mathura district,842841,38383011
india,uttar-pradesh,2022,Q4,chitrakoot district,121558,5344757
india,uttar-pradesh,2022,Q4,lalitpur district,208434,9504939
india,uttar-pradesh,2022,Q4,mau district,394376,13957484
india,uttar-pradesh,2022,Q4,mirzapur district,421064,14522855
india,uttar-pradesh,2022,Q4,bulandshahr district,716597,33533669
india,uttar-pradesh,2022,Q4,gonda district,410002,18882345
india,uttar-pradesh,2022,Q4,jhansi district,618141,24090068
india,uttar-pradesh,2022,Q4,chandauli district,402790,13759691
india,uttar-pradesh,2022,Q4,bhadohi district,307145,9367591
india,uttar-pradesh,2022,Q4,pratapgarh district,499521,18450397
india,uttar-pradesh,2022,Q4,saharanpur district,776234,38406876
india,uttar-pradesh,2022,Q4,bara banki district,392384,14335451
india,uttar-pradesh,2022,Q4,bareilly district,1025341,38525234
india,uttar-pradesh,2022,Q4,sitapur district,538245,14354836
india,uttar-pradesh,2022,Q4,sultanpur district,406332,14279533
india,uttar-pradesh,2022,Q4,agra district,1497144,58125962
india,uttar-pradesh,2022,Q4,fatehpur district,305820,9877022
india,uttar-pradesh,2022,Q4,rae bareli district,352816,12036471
india,uttar-pradesh,2022,Q4,firozabad district,558101,20561220
india,uttar-pradesh,2022,Q4,kheri district,604799,15896719
india,uttar-pradesh,2022,Q4,gorakhpur district,1205580,41769201
india,uttar-pradesh,2022,Q4,unnao district,393919,13070433
india,uttar-pradesh,2022,Q4,prayagraj district,1763014,51367309
india,uttar-pradesh,2022,Q4,sonbhadra district,365610,16739269
india,uttar-pradesh,2022,Q4,ghazipur district,694386,24971104
india,uttar-pradesh,2022,Q4,farrukhabad district,313379,12472311
india,uttar-pradesh,2022,Q4,kannauj district,269252,11747502
india,uttar-pradesh,2022,Q4,azamgarh district,781790,29451467
india,uttar-pradesh,2022,Q4,ayodhya district,499779,17668034
india,uttar-pradesh,2022,Q4,deoria district,663945,25778548
india,uttar-pradesh,2022,Q4,ghaziabad district,2676888,76077511
india,uttarakhand,2018,Q1,udham singh nagar district,100236,0
india,uttarakhand,2018,Q1,haridwar district,104823,0
india,uttarakhand,2018,Q1,almora district,11367,0
india,uttarakhand,2018,Q1,pithoragarh district,8836,0
india,uttarakhand,2018,Q1,rudraprayag district,4263,0
india,uttarakhand,2018,Q1,pauri garhwal district,20425,0
india,uttarakhand,2018,Q1,bageshwar district,4231,0
india,uttarakhand,2018,Q1,champawat district,5442,0
india,uttarakhand,2018,Q1,nainital district,49083,0
india,uttarakhand,2018,Q1,dehradun district,147998,0
india,uttarakhand,2018,Q1,chamoli district,7493,0
india,uttarakhand,2018,Q1,uttarkashi district,5816,0
india,uttarakhand,2018,Q1,tehri garhwal district,13030,0
india,uttarakhand,2018,Q2,udham singh nagar district,132549,0
india,uttarakhand,2018,Q2,haridwar district,140718,0
india,uttarakhand,2018,Q2,almora district,15473,0
india,uttarakhand,2018,Q2,pithoragarh district,12486,0
india,uttarakhand,2018,Q2,rudraprayag district,6028,0
india,uttarakhand,2018,Q2,pauri garhwal district,28153,0
india,uttarakhand,2018,Q2,bageshwar district,5915,0
india,uttarakhand,2018,Q2,champawat district,7632,0
india,uttarakhand,2018,Q2,nainital district,65142,0
india,uttarakhand,2018,Q2,dehradun district,198296,0
india,uttarakhand,2018,Q2,chamoli district,10502,0
india,uttarakhand,2018,Q2,uttarkashi district,8227,0
india,uttarakhand,2018,Q2,tehri garhwal district,18021,0
india,uttarakhand,2018,Q3,udham singh nagar district,162754,0
india,uttarakhand,2018,Q3,haridwar district,174526,0
india,uttarakhand,2018,Q3,almora district,20152,0
india,uttarakhand,2018,Q3,pithoragarh district,16483,0
india,uttarakhand,2018,Q3,rudraprayag district,7979,0
india,uttarakhand,2018,Q3,pauri garhwal district,36059,0
india,uttarakhand,2018,Q3,bageshwar district,7784,0
india,uttarakhand,2018,Q3,champawat district,9982,0
india,uttarakhand,2018,Q3,nainital district,79936,0
india,uttarakhand,2018,Q3,dehradun district,246477,0
india,uttarakhand,2018,Q3,chamoli district,14112,0
india,uttarakhand,2018,Q3,uttarkashi district,10793,0
india,uttarakhand,2018,Q3,tehri garhwal district,23575,0
india,uttarakhand,2018,Q4,udham singh nagar district,200079,0
india,uttarakhand,2018,Q4,haridwar district,217634,0
india,uttarakhand,2018,Q4,almora district,26282,0
india,uttarakhand,2018,Q4,pithoragarh district,21378,0
india,uttarakhand,2018,Q4,rudraprayag district,10229,0
india,uttarakhand,2018,Q4,pauri garhwal district,45898,0
india,uttarakhand,2018,Q4,bageshwar district,9800,0
india,uttarakhand,2018,Q4,champawat district,12649,0
india,uttarakhand,2018,Q4,nainital district,98591,0
india,uttarakhand,2018,Q4,dehradun district,306969,0
india,uttarakhand,2018,Q4,chamoli district,18391,0
india,uttarakhand,2018,Q4,uttarkashi district,14114,0
india,uttarakhand,2018,Q4,tehri garhwal district,30089,0
india,uttarakhand,2019,Q1,udham singh nagar district,238514,0
india,uttarakhand,2019,Q1,haridwar district,262411,0
india,uttarakhand,2019,Q1,almora district,33092,0
india,uttarakhand,2019,Q1,pithoragarh district,26621,0
india,uttarakhand,2019,Q1,rudraprayag district,12967,0
india,uttarakhand,2019,Q1,pauri garhwal district,56173,0
india,uttarakhand,2019,Q1,bageshwar district,12260,0
india,uttarakhand,2019,Q1,champawat district,15679,0
india,uttarakhand,2019,Q1,nainital district,118824,0
india,uttarakhand,2019,Q1,dehradun district,369578,0
india,uttarakhand,2019,Q1,chamoli district,23274,0
india,uttarakhand,2019,Q1,uttarkashi district,17873,0
india,uttarakhand,2019,Q1,tehri garhwal district,37689,0
india,uttarakhand,2019,Q2,udham singh nagar district,266958,1445656
india,uttarakhand,2019,Q2,haridwar district,299436,1709877
india,uttarakhand,2019,Q2,almora district,39593,192173
india,uttarakhand,2019,Q2,pithoragarh district,32308,148023
india,uttarakhand,2019,Q2,rudraprayag district,15761,98011
india,uttarakhand,2019,Q2,pauri garhwal district,65607,322540
india,uttarakhand,2019,Q2,bageshwar district,15082,57914
india,uttarakhand,2019,Q2,champawat district,18443,75783
india,uttarakhand,2019,Q2,nainital district,137114,606173
india,uttarakhand,2019,Q2,dehradun district,428353,2311421
india,uttarakhand,2019,Q2,chamoli district,28063,142260
india,uttarakhand,2019,Q2,uttarkashi district,21969,107364
india,uttarakhand,2019,Q2,tehri garhwal district,45652,237084
india,uttarakhand,2019,Q3,udham singh nagar district,292858,4445854
india,uttarakhand,2019,Q3,haridwar district,334619,5961468
india,uttarakhand,2019,Q3,almora district,44182,483290
india,uttarakhand,2019,Q3,pithoragarh district,36353,424940
india,uttarakhand,2019,Q3,rudraprayag district,18065,238590
india,uttarakhand,2019,Q3,pauri garhwal district,73363,882928
india,uttarakhand,2019,Q3,bageshwar district,16943,159321
india,uttarakhand,2019,Q3,champawat district,20481,236496
india,uttarakhand,2019,Q3,nainital district,153561,1918096
india,uttarakhand,2019,Q3,dehradun district,486157,8514501
india,uttarakhand,2019,Q3,chamoli district,32036,404145
india,uttarakhand,2019,Q3,uttarkashi district,25151,331612
india,uttarakhand,2019,Q3,tehri garhwal district,52090,659747
india,uttarakhand,2019,Q4,udham singh nagar district,319839,5095900
india,uttarakhand,2019,Q4,haridwar district,368737,6710304
india,uttarakhand,2019,Q4,almora district,49664,617545
india,uttarakhand,2019,Q4,pithoragarh district,40980,492315
india,uttarakhand,2019,Q4,rudraprayag district,20470,266933
india,uttarakhand,2019,Q4,pauri garhwal district,81489,1047368
india,uttarakhand,2019,Q4,bageshwar district,19160,187978
india,uttarakhand,2019,Q4,champawat district,22957,268152
india,uttarakhand,2019,Q4,nainital district,169212,2238913
india,uttarakhand,2019,Q4,dehradun district,537026,10294347
india,uttarakhand,2019,Q4,chamoli district,35948,451166
india,uttarakhand,2019,Q4,uttarkashi district,28653,386533
india,uttarakhand,2019,Q4,tehri garhwal district,58542,796413
india,uttarakhand,2020,Q1,udham singh nagar district,351112,5680060
india,uttarakhand,2020,Q1,haridwar district,408768,7742684
india,uttarakhand,2020,Q1,almora district,55964,654844
india,uttarakhand,2020,Q1,pithoragarh district,46554,578620
india,uttarakhand,2020,Q1,rudraprayag district,23316,313705
india,uttarakhand,2020,Q1,pauri garhwal district,90270,1126535
india,uttarakhand,2020,Q1,bageshwar district,21756,240952
india,uttarakhand,2020,Q1,champawat district,25824,318138
india,uttarakhand,2020,Q1,nainital district,186948,2555070
india,uttarakhand,2020,Q1,dehradun district,593420,11517755
india,uttarakhand,2020,Q1,chamoli district,40668,535854
india,uttarakhand,2020,Q1,uttarkashi district,32713,466273
india,uttarakhand,2020,Q1,tehri garhwal district,66293,900775
india,uttarakhand,2020,Q2,udham singh nagar district,383547,5359520
india,uttarakhand,2020,Q2,haridwar district,448939,7034053
india,uttarakhand,2020,Q2,almora district,64523,1046539
india,uttarakhand,2020,Q2,pithoragarh district,53375,800362
india,uttarakhand,2020,Q2,rudraprayag district,26968,444634
india,uttarakhand,2020,Q2,pauri garhwal district,101276,1372488
india,uttarakhand,2020,Q2,bageshwar district,25163,374922
india,uttarakhand,2020,Q2,champawat district,29540,455707
india,uttarakhand,2020,Q2,nainital district,206076,2619859
india,uttarakhand,2020,Q2,dehradun district,649026,9008962
india,uttarakhand,2020,Q2,chamoli district,46467,720942
india,uttarakhand,2020,Q2,uttarkashi district,37671,652111
india,uttarakhand,2020,Q2,tehri garhwal district,75996,1184694
india,uttarakhand,2020,Q3,udham singh nagar district,418390,6671041
india,uttarakhand,2020,Q3,haridwar district,491252,8936480
india,uttarakhand,2020,Q3,almora district,72829,1336245
india,uttarakhand,2020,Q3,pithoragarh district,60279,1010673
india,uttarakhand,2020,Q3,rudraprayag district,30389,547787
india,uttarakhand,2020,Q3,pauri garhwal district,112287,1825649
india,uttarakhand,2020,Q3,bageshwar district,28329,461430
india,uttarakhand,2020,Q3,champawat district,33279,555158
india,uttarakhand,2020,Q3,nainital district,227497,3413516
india,uttarakhand,2020,Q3,dehradun district,711303,12440947
india,uttarakhand,2020,Q3,chamoli district,52184,906265
india,uttarakhand,2020,Q3,uttarkashi district,42144,749397
india,uttarakhand,2020,Q3,tehri garhwal district,85276,1522760
india,uttarakhand,2020,Q4,udham singh nagar district,456356,8491091
india,uttarakhand,2020,Q4,haridwar district,537058,11230717
india,uttarakhand,2020,Q4,almora district,81020,1556788
india,uttarakhand,2020,Q4,pithoragarh district,67024,1215000
india,uttarakhand,2020,Q4,rudraprayag district,33576,700549
india,uttarakhand,2020,Q4,pauri garhwal district,123892,2298463
india,uttarakhand,2020,Q4,bageshwar district,31803,578048
india,uttarakhand,2020,Q4,champawat district,36726,646822
india,uttarakhand,2020,Q4,nainital district,249856,4658284
india,uttarakhand,2020,Q4,dehradun district,779564,17251110
india,uttarakhand,2020,Q4,chamoli district,58039,1139012
india,uttarakhand,2020,Q4,uttarkashi district,46810,895893
india,uttarakhand,2020,Q4,tehri garhwal district,94520,1903111
india,uttarakhand,2021,Q1,udham singh nagar district,492646,9428732
india,uttarakhand,2021,Q1,haridwar district,580532,13357801
india,uttarakhand,2021,Q1,almora district,87354,1315830
india,uttarakhand,2021,Q1,pithoragarh district,72579,1110149
india,uttarakhand,2021,Q1,rudraprayag district,36234,579475
india,uttarakhand,2021,Q1,pauri garhwal district,133484,2364521
india,uttarakhand,2021,Q1,bageshwar district,34317,507210
india,uttarakhand,2021,Q1,champawat district,39747,598839
india,uttarakhand,2021,Q1,nainital district,269308,5003855
india,uttarakhand,2021,Q1,dehradun district,840361,21152787
india,uttarakhand,2021,Q1,chamoli district,62779,1060621
india,uttarakhand,2021,Q1,uttarkashi district,50696,877255
india,uttarakhand,2021,Q1,tehri garhwal district,102085,1925185
india,uttarakhand,2021,Q2,udham singh nagar district,528392,8809699
india,uttarakhand,2021,Q2,haridwar district,622292,11391535
india,uttarakhand,2021,Q2,almora district,94196,6054321
india,uttarakhand,2021,Q2,pithoragarh district,78079,3600450
india,uttarakhand,2021,Q2,rudraprayag district,39076,1847004
india,uttarakhand,2021,Q2,pauri garhwal district,143460,7332076
india,uttarakhand,2021,Q2,bageshwar district,36947,2273384
india,uttarakhand,2021,Q2,champawat district,42748,2436509
india,uttarakhand,2021,Q2,nainital district,288162,6729824
india,uttarakhand,2021,Q2,dehradun district,898504,15857272
india,uttarakhand,2021,Q2,chamoli district,67712,3678939
india,uttarakhand,2021,Q2,uttarkashi district,54582,2940062
india,uttarakhand,2021,Q2,tehri garhwal district,109890,5428961
india,uttarakhand,2021,Q3,udham singh nagar district,568881,11164838
india,uttarakhand,2021,Q3,haridwar district,669249,14435498
india,uttarakhand,2021,Q3,almora district,102118,5454284
india,uttarakhand,2021,Q3,pithoragarh district,84476,3786013
india,uttarakhand,2021,Q3,rudraprayag district,42317,1937591
india,uttarakhand,2021,Q3,pauri garhwal district,155054,7889492
india,uttarakhand,2021,Q3,bageshwar district,40083,2160085
india,uttarakhand,2021,Q3,champawat district,46279,2383548
india,uttarakhand,2021,Q3,nainital district,309820,8514293
india,uttarakhand,2021,Q3,dehradun district,963594,20465729
india,uttarakhand,2021,Q3,chamoli district,73432,4144214
india,uttarakhand,2021,Q3,uttarkashi district,59174,3114485
india,uttarakhand,2021,Q3,tehri garhwal district,119032,5436460
india,uttarakhand,2021,Q4,udham singh nagar district,609138,19017549
india,uttarakhand,2021,Q4,haridwar district,716044,24859412
